rcid,date,me,nu,di,hr,co,ec,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,SRB,ZAF,ZMB,ZWE
2600,1983-12-06,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,9,1,1,9,8,1,1,9,1,1,1,1,1,1,1,1,9,1,1,1,1,1,9,1,1,1,1,9,1,1,1,1,1,1,1,8,1,8,1,1,9,1,1,8,1,1,1,1,1,9,1,9,1,1,1,1,9,1,1,9,1,1,1,1,8,1,8,8,1,1,9,1,1,1,1,1,1,1,1,3,1,1,1,1,9,1,9,1,9,8,9,1,1,1,1,1,1,9,1,1,9,1,9,1,9,9,1,1,1,9,9,1,1,1,9,1,1,1,1,1,1,9,1,1,1,1,1,1,9,1,1,1,1,1,1,9,1,1,9,1,1,1,1,1,1,1,1,1,1,8,1,1,9,1,9,1,1,9,9,1,1,8,1,1,1,1,9,9,9,9,1,1,1,9,9,1,1,1,1,3,9,1,1,1,8,8,9,1,8,1,8
2601,1983-12-06,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,8,9,1,1,9,8,2,1,9,1,2,1,1,1,1,1,1,9,1,1,1,1,1,9,1,1,1,2,9,1,1,1,1,1,1,1,8,1,1,1,1,9,2,1,8,2,1,1,1,1,9,2,9,1,2,1,2,9,1,2,9,1,1,1,1,1,2,8,1,1,1,9,8,1,1,1,2,1,1,2,1,2,1,1,2,9,1,9,1,9,8,9,1,1,1,1,1,1,9,1,1,9,2,9,1,9,9,1,1,1,9,9,1,1,1,9,1,1,1,1,1,1,9,1,1,1,2,2,1,9,2,1,8,1,1,1,9,1,1,9,2,1,1,1,1,1,1,1,1,1,8,1,1,9,1,9,1,1,9,9,2,1,8,1,1,1,1,9,9,9,9,1,1,1,9,9,1,1,1,1,2,9,1,1,1,8,8,9,1,8,1,8
2602,1983-12-06,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,8,9,1,1,9,8,2,1,9,1,2,1,1,1,3,1,1,9,3,1,1,1,1,9,1,1,1,1,9,1,1,1,1,1,1,1,8,1,1,1,1,9,1,1,8,1,1,1,1,1,9,1,9,1,1,1,1,9,1,2,9,1,1,1,1,8,1,8,1,1,1,9,8,3,1,1,1,1,1,1,1,1,1,1,2,9,1,9,1,9,8,9,1,1,1,1,1,1,9,1,1,9,2,9,1,9,9,1,1,1,9,9,1,1,1,9,8,1,1,1,1,1,9,1,1,1,1,1,1,9,2,1,1,1,1,1,9,1,3,9,1,1,1,1,3,1,1,1,1,1,8,1,1,9,1,9,1,1,9,9,1,1,8,1,1,1,1,9,9,9,9,1,1,1,9,9,1,1,3,1,3,9,1,1,1,8,8,9,1,8,1,8
2622,1983-12-06,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,8,3,9,1,8,9,8,1,1,9,2,1,8,8,8,3,1,8,9,3,8,1,1,8,9,1,8,8,1,9,1,1,1,1,1,2,8,8,2,1,3,1,9,1,8,8,1,8,8,1,1,9,1,9,1,1,1,1,9,1,1,9,1,8,8,8,8,1,8,1,8,1,9,8,3,1,1,1,8,2,1,1,1,8,1,1,9,8,9,8,9,8,9,1,8,1,8,8,1,9,8,1,9,8,9,1,9,9,8,2,1,9,9,1,1,1,9,3,8,1,8,1,1,9,8,1,1,1,1,1,9,1,1,1,1,8,1,9,8,3,9,1,8,1,1,3,8,1,1,8,1,1,8,1,9,1,9,8,1,9,9,1,1,8,3,1,1,1,9,9,9,9,1,1,1,9,9,1,1,3,1,1,9,8,1,3,8,1,9,1,8,1,8
2634,1983-12-06,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,8,9,1,2,9,8,2,1,9,1,2,1,1,1,2,1,1,9,2,1,1,1,1,9,1,8,8,2,9,2,1,1,1,1,1,1,8,1,1,1,1,9,2,1,8,2,1,1,1,1,9,2,9,1,1,1,2,9,1,2,9,1,1,1,8,8,1,8,1,1,1,9,1,2,1,1,2,1,1,2,2,2,1,1,2,9,1,9,1,9,8,9,1,2,1,1,1,1,9,1,1,9,2,9,1,9,9,1,1,1,9,9,1,1,1,9,2,1,1,1,1,1,9,1,1,1,1,2,1,9,2,1,1,1,1,1,9,1,2,9,2,1,1,1,2,1,1,1,1,1,8,1,1,9,1,9,1,1,9,9,2,1,8,1,1,1,1,9,9,9,9,1,1,1,9,9,1,1,2,1,3,9,8,1,1,8,8,9,1,8,1,8
2635,1983-12-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,8,9,1,1,9,8,1,1,9,1,2,1,1,1,1,1,1,9,1,1,1,1,1,9,1,8,8,1,9,1,1,1,1,1,1,1,8,1,1,1,1,9,2,1,8,1,1,1,1,1,9,2,9,1,1,1,2,9,1,2,9,1,1,1,1,8,1,8,1,1,1,9,1,1,1,1,1,1,1,1,2,2,1,1,2,9,1,9,1,9,8,9,1,1,1,1,1,1,9,1,1,9,2,9,1,9,9,1,1,1,9,9,1,1,2,9,1,1,1,1,1,1,9,1,1,1,2,1,1,9,1,1,1,1,1,1,9,1,1,9,1,1,1,1,1,1,1,1,1,1,8,1,1,9,1,9,1,1,9,9,1,1,8,1,1,1,1,9,9,9,9,1,1,2,9,9,8,1,1,1,2,9,8,1,1,1,8,9,1,8,1,8
2636,1983-12-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,8,9,1,1,9,8,2,2,9,1,3,1,1,1,1,1,1,9,1,1,1,1,1,9,1,8,8,3,9,1,1,2,1,1,1,1,8,1,1,1,1,9,2,1,8,3,1,1,1,1,9,3,9,1,1,1,3,9,1,3,9,1,1,1,1,8,1,8,1,1,1,9,1,1,1,1,2,1,1,3,3,3,1,1,3,9,1,9,1,9,8,9,1,1,1,1,1,1,9,1,1,9,3,9,1,9,9,1,1,1,9,9,1,1,1,9,1,1,1,1,1,1,9,1,1,1,3,3,1,9,2,1,1,1,1,1,9,1,1,9,3,1,1,1,1,1,1,1,1,1,8,1,1,9,1,9,1,1,9,9,2,1,8,1,1,1,1,9,9,9,9,1,1,2,9,9,1,1,1,1,3,9,8,1,1,1,8,9,1,8,1,8
2516,1983-12-07,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,1,9,1,1,9,8,2,2,9,1,2,1,1,1,1,1,1,9,1,1,1,1,8,9,1,1,1,2,9,1,1,1,1,1,1,1,1,1,2,1,1,9,2,1,8,2,1,1,1,1,9,1,9,1,2,1,2,9,1,2,9,1,1,1,1,1,1,8,8,1,1,9,1,1,1,1,2,1,1,2,3,2,1,1,2,9,1,9,1,9,8,9,1,1,1,1,1,8,9,1,1,9,2,9,1,9,9,1,1,1,9,9,1,1,1,9,1,1,1,1,1,1,9,1,1,1,2,2,1,9,2,1,1,1,1,1,9,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,9,1,1,9,9,2,8,1,1,1,1,1,9,9,9,9,1,1,1,9,9,1,1,1,1,3,9,8,1,1,1,8,9,1,8,1,1
2517,1983-12-07,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,1,9,1,1,9,8,2,2,9,1,2,1,1,1,1,1,1,9,1,1,1,1,8,9,1,1,1,3,9,1,1,1,1,1,1,1,1,1,1,1,1,9,2,1,8,2,1,1,1,1,9,1,9,1,2,1,2,9,1,2,9,1,1,1,1,1,1,8,8,1,1,9,1,1,1,1,2,1,1,2,3,2,1,1,2,9,1,9,1,9,8,9,1,1,1,1,1,8,9,1,1,9,2,9,1,9,9,1,1,1,9,9,1,1,1,9,1,1,1,1,1,1,9,1,1,1,2,2,1,9,2,1,1,1,1,1,9,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,9,1,1,9,9,2,8,1,1,1,1,1,9,9,9,9,1,1,1,9,9,1,1,1,1,3,9,8,1,1,1,8,9,1,8,1,1
2518,1983-12-07,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,1,1,1,9,1,1,9,8,3,1,9,1,2,1,1,1,1,1,1,9,1,1,1,1,8,9,1,1,1,3,9,8,1,1,1,8,1,1,1,1,2,1,1,9,2,1,8,2,1,1,1,1,9,1,9,1,1,1,2,9,1,2,9,1,1,1,1,1,1,8,8,1,8,9,1,1,1,1,2,1,1,2,3,2,1,1,2,9,1,9,1,9,8,9,1,1,1,8,1,8,9,1,1,9,2,9,1,9,9,1,1,1,9,9,1,1,1,9,1,1,1,1,1,1,9,1,1,1,2,2,1,9,2,1,1,1,1,1,9,1,1,9,1,1,1,1,1,1,1,1,1,1,2,1,1,9,1,9,1,1,9,9,1,8,1,1,1,1,1,9,9,9,9,1,1,1,9,9,1,1,1,1,3,9,8,1,1,1,8,9,1,8,1,1
2519,1983-12-07,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,9,1,1,9,8,1,1,9,1,1,1,1,1,1,1,1,9,1,1,1,1,8,9,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,8,1,1,1,1,1,9,1,9,1,1,1,1,9,1,1,9,1,1,1,1,1,1,8,8,1,1,9,1,1,1,1,1,1,1,1,3,1,1,8,1,9,1,9,1,9,8,9,1,1,1,1,1,8,9,1,1,9,1,9,1,9,9,1,1,1,9,9,1,1,1,9,1,1,1,1,1,1,9,1,1,1,1,1,1,9,1,1,1,1,1,1,9,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,9,1,1,9,9,1,8,1,1,1,1,1,9,9,9,9,1,1,1,9,9,1,1,1,1,3,9,8,1,1,1,8,9,1,8,1,1
2520,1983-12-07,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,9,1,1,9,8,2,1,9,1,2,1,1,1,1,1,1,9,1,1,1,1,8,9,1,1,1,3,9,8,1,2,1,8,1,1,1,1,8,1,1,9,2,1,8,2,1,1,1,1,9,1,9,1,1,1,2,9,1,2,9,1,1,1,1,1,1,8,8,1,1,9,1,1,1,1,2,1,1,2,3,2,1,1,2,9,1,9,1,9,8,9,1,1,1,8,1,8,9,1,1,9,2,9,1,9,9,1,1,1,9,9,1,1,1,9,1,1,1,1,1,1,9,1,1,1,2,2,1,9,2,1,1,1,1,1,9,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,9,1,1,9,9,1,8,1,1,1,1,1,9,9,9,9,1,1,1,9,9,1,1,1,1,3,9,8,1,1,1,8,9,1,8,1,1
2545,1983-12-07,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,9,1,1,9,1,1,1,9,1,2,1,1,1,1,1,1,9,1,1,1,1,1,9,1,1,1,1,9,1,1,1,1,1,1,1,8,1,1,1,1,9,1,1,1,1,1,1,1,1,9,1,9,1,1,1,2,9,1,2,9,1,1,1,1,8,1,8,1,1,1,9,1,1,1,1,1,1,1,1,2,1,1,1,1,9,1,9,1,9,8,9,1,1,1,1,1,1,9,1,8,9,1,9,1,9,9,1,1,1,9,9,1,1,1,9,1,1,1,1,1,1,9,1,1,1,1,1,1,9,1,1,1,1,1,1,9,1,1,9,2,8,1,1,1,1,1,1,1,1,8,1,1,9,1,9,1,1,9,9,1,1,8,1,1,1,1,9,9,9,9,1,1,1,9,9,1,1,1,1,2,9,1,1,1,1,8,9,1,8,1,1
2546,1983-12-07,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,1,9,1,1,9,1,2,1,9,1,2,1,1,1,1,1,1,9,1,1,1,1,1,9,1,1,1,2,9,1,1,1,1,1,1,1,8,1,1,1,1,9,2,1,1,1,1,1,1,1,9,1,9,1,1,1,3,9,1,3,9,1,1,1,1,8,1,8,1,1,1,9,1,1,1,1,1,1,1,1,3,2,1,1,2,9,1,9,1,9,8,9,1,1,1,1,1,1,9,1,8,9,2,9,1,9,9,1,1,1,9,9,1,1,1,9,1,1,1,1,2,1,9,1,1,1,2,1,1,9,2,1,1,1,1,1,9,1,1,9,2,8,1,1,1,1,1,1,1,1,8,1,1,9,1,9,1,1,9,9,1,1,8,1,1,1,1,9,9,9,9,1,1,1,9,9,1,1,1,1,3,9,1,1,1,1,8,9,1,8,1,1
2547,1983-12-07,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,8,9,1,1,9,1,2,2,9,1,2,1,1,1,1,1,1,9,1,1,1,1,1,9,1,1,1,2,9,1,8,2,1,1,1,1,8,1,1,1,1,9,2,8,8,2,1,1,1,1,9,2,9,1,1,1,2,9,1,2,9,1,1,1,1,8,2,8,8,1,1,9,1,1,1,1,2,1,1,2,2,2,1,1,2,9,1,9,8,9,8,9,1,1,1,1,1,1,9,1,1,9,2,9,1,9,9,1,1,1,9,9,1,8,1,9,1,1,1,1,1,1,9,1,1,1,2,2,1,9,2,1,1,1,1,1,9,1,1,9,2,2,1,1,1,1,1,1,1,1,8,1,1,9,2,9,1,1,9,9,2,2,8,1,1,1,1,9,9,9,9,1,1,2,9,9,1,1,1,1,3,9,1,1,1,1,8,9,1,8,1,1
2548,1983-12-07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,2,8,9,1,1,9,1,3,2,9,1,3,1,1,1,3,1,2,9,3,1,1,1,2,9,1,1,1,3,9,2,8,2,2,1,1,1,8,1,1,3,1,9,3,8,1,1,1,1,1,1,9,2,9,1,1,1,3,9,1,3,9,1,8,2,1,8,1,8,2,1,2,9,2,3,1,2,1,1,1,3,3,3,1,1,3,9,1,9,8,9,8,9,1,3,2,1,1,1,9,1,1,9,3,9,2,9,9,1,1,1,9,9,1,1,2,9,3,8,1,2,1,1,9,1,1,1,3,3,2,9,3,1,1,1,1,1,9,1,3,9,3,1,1,1,3,1,1,1,2,1,8,1,1,9,1,9,8,2,9,9,1,2,8,1,2,1,1,9,9,9,9,1,1,3,9,9,1,1,3,2,3,9,2,1,3,1,8,9,1,8,1,1
2549,1983-12-07,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,8,9,1,1,9,1,3,2,9,8,3,1,1,1,1,1,2,9,1,1,1,1,1,9,1,1,1,3,9,1,2,2,1,1,1,1,8,1,1,1,1,9,3,8,2,3,1,1,1,1,9,3,9,1,1,1,3,9,1,3,9,1,1,1,1,8,1,8,2,1,2,9,2,1,1,1,1,1,1,3,3,3,1,1,3,9,1,9,8,9,8,9,1,1,1,1,1,2,9,1,1,9,3,9,1,9,9,1,1,1,9,9,1,8,1,9,1,1,1,1,2,1,9,1,1,1,3,3,1,9,3,1,1,1,1,2,9,1,1,9,3,2,1,1,1,1,1,1,1,2,8,1,1,9,8,9,1,1,9,9,1,1,8,1,1,1,1,9,9,9,9,1,1,3,9,9,1,1,1,2,3,9,2,1,1,1,8,9,1,8,1,1
2550,1983-12-07,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,8,9,1,2,9,1,2,2,9,1,3,1,1,2,1,1,2,9,1,1,2,2,1,9,2,1,1,3,9,2,8,2,1,2,1,2,8,1,2,1,1,9,3,2,2,2,2,1,1,2,9,2,9,1,1,1,3,9,8,3,9,1,1,2,1,8,2,8,2,2,2,9,2,1,1,1,2,1,1,2,3,3,2,1,3,9,1,9,8,9,8,9,8,1,2,2,1,2,9,2,1,9,3,9,2,9,9,1,2,1,9,9,1,8,2,9,1,1,1,1,2,1,9,2,1,1,2,2,2,9,2,2,2,1,2,2,9,1,1,9,3,2,1,1,1,1,1,2,2,2,8,1,2,9,8,9,1,2,9,9,2,2,8,1,2,1,2,9,9,9,9,1,1,3,9,9,1,1,1,1,3,9,2,2,1,1,8,9,1,8,1,1
2551,1983-12-07,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,8,9,1,1,9,1,3,1,9,1,3,1,1,1,1,1,2,9,1,1,1,1,1,9,1,1,1,3,9,1,8,2,1,2,1,1,8,1,1,1,1,9,3,8,2,3,1,1,1,1,9,3,9,1,1,1,3,9,1,3,9,1,1,2,1,8,1,8,2,1,2,9,2,1,1,1,1,1,1,3,3,3,1,1,3,9,1,9,8,9,8,9,1,1,1,1,1,2,9,1,1,9,3,9,8,9,9,1,1,1,9,9,1,8,1,9,1,1,1,1,1,1,9,1,1,1,3,3,1,9,3,1,1,1,1,2,9,1,1,9,3,2,1,1,1,1,1,1,2,1,8,1,1,9,8,9,1,1,9,9,1,2,8,1,2,1,1,9,9,9,9,1,1,3,9,9,1,1,1,2,3,9,2,1,1,1,8,9,1,8,1,1
2552,1983-12-07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,8,9,1,1,9,1,3,2,9,1,3,1,1,1,1,1,1,9,1,1,1,2,1,9,1,1,1,3,9,1,8,1,1,1,1,1,8,1,1,1,1,9,3,1,1,2,1,1,1,1,9,2,9,1,2,1,3,9,1,3,9,1,1,8,1,8,2,8,2,1,2,9,1,1,1,1,2,1,1,2,2,3,1,1,3,9,1,9,8,9,8,9,1,1,2,1,1,1,9,1,1,9,3,9,1,9,9,1,1,1,9,9,1,8,8,9,1,1,1,1,1,1,9,1,1,1,3,3,1,9,3,1,1,1,1,2,9,1,1,9,3,2,1,1,1,1,1,1,8,8,8,1,1,9,8,9,1,1,9,9,2,8,8,1,1,1,1,9,9,9,9,1,1,3,9,9,1,1,1,1,3,9,1,1,1,1,8,9,1,8,1,1
2553,1983-12-07,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,8,9,1,1,9,1,2,1,9,1,2,1,1,1,1,1,1,9,1,1,1,1,1,9,1,1,1,2,9,1,1,2,1,1,1,1,8,1,1,1,1,9,2,1,1,2,1,1,1,1,9,2,9,1,1,1,2,9,1,2,9,1,1,1,1,8,1,8,1,1,1,9,2,1,1,1,1,1,1,2,1,2,1,1,2,9,1,9,1,9,8,9,1,1,1,1,1,1,9,1,1,9,2,9,1,9,9,1,1,1,9,9,1,1,1,9,1,1,1,1,1,1,9,1,1,1,2,2,1,9,2,1,1,1,1,1,9,1,1,9,2,1,1,1,1,1,1,1,1,1,8,1,1,9,8,9,1,1,9,9,1,1,8,1,1,1,1,9,9,9,9,1,1,2,9,9,1,1,1,1,2,9,1,1,1,1,8,9,1,8,1,1
2554,1983-12-07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,8,9,1,1,9,1,2,1,9,1,3,1,1,1,1,1,1,9,1,1,1,1,1,9,1,1,1,3,9,1,1,1,1,1,1,1,8,1,1,1,1,9,3,1,1,1,1,1,1,1,9,2,9,1,1,1,3,9,1,3,9,1,1,1,1,8,1,8,1,1,1,9,1,1,1,1,1,1,1,1,2,2,1,1,2,9,1,9,1,9,8,9,1,1,1,1,1,1,9,1,1,9,3,9,1,9,9,1,1,1,9,9,1,1,1,9,1,1,1,1,1,1,9,1,1,1,3,2,1,9,2,1,1,1,1,1,9,1,1,9,3,1,1,1,1,1,1,1,1,1,8,1,1,9,1,9,1,1,9,9,1,1,8,1,1,1,1,9,9,9,9,1,1,3,9,9,1,1,1,1,3,9,1,1,1,1,8,9,1,8,1,1
2555,1983-12-07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,8,9,1,1,9,1,2,1,9,1,2,1,1,1,1,1,1,9,1,1,1,1,1,9,1,1,1,2,9,1,1,1,1,1,1,1,8,1,1,1,1,9,2,1,1,2,1,1,1,1,9,2,9,1,1,1,2,9,1,3,9,1,1,1,1,8,2,8,1,1,1,9,1,1,1,1,1,1,1,2,2,2,1,1,2,9,1,9,1,9,8,9,1,1,1,1,1,1,9,1,1,9,2,9,1,9,9,1,1,1,9,9,1,1,1,9,1,1,1,1,1,1,9,1,1,1,2,2,1,9,2,1,1,1,1,1,9,1,1,9,2,1,1,1,1,1,1,1,1,1,8,1,1,9,1,9,1,1,9,9,1,1,8,1,1,1,1,9,9,9,9,1,1,2,9,9,1,1,1,1,3,9,1,1,1,1,8,9,1,8,1,1
2556,1983-12-07,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,8,9,1,1,9,1,2,1,9,1,2,1,1,1,1,1,1,9,1,1,1,1,1,9,1,1,8,2,9,1,1,1,1,1,1,1,8,1,1,1,1,9,2,1,1,1,1,1,1,1,9,1,9,1,1,1,2,9,1,2,9,1,1,1,1,8,1,8,1,1,1,9,1,1,1,1,1,1,1,1,2,2,1,1,2,9,1,9,1,9,8,9,1,1,1,1,1,1,9,1,1,9,2,9,1,9,9,1,1,1,9,9,1,1,1,9,1,1,1,1,1,1,9,1,1,1,2,2,1,9,2,1,1,1,1,1,9,1,1,9,2,1,1,1,1,1,1,1,1,1,8,1,1,9,1,9,1,1,9,9,1,1,8,1,1,1,1,9,9,9,9,1,1,2,9,9,1,1,1,1,3,9,1,1,1,1,8,9,1,8,1,1
2557,1983-12-07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,8,9,1,1,9,1,2,1,9,1,2,1,1,1,1,1,1,9,1,1,1,1,1,9,1,1,1,1,9,1,8,1,1,1,1,1,8,1,1,1,1,9,2,1,1,1,1,1,1,1,9,1,9,1,1,1,2,9,1,2,9,1,1,1,1,8,1,8,1,1,1,9,1,1,1,1,1,1,1,1,2,2,1,1,1,9,1,9,2,9,8,9,1,1,1,1,1,1,9,1,1,9,2,9,1,9,9,1,1,1,9,9,1,1,1,9,1,1,1,1,1,1,9,1,1,1,2,1,1,9,1,1,1,1,1,1,9,1,1,9,1,1,1,1,1,1,1,1,1,1,8,1,1,9,1,9,1,1,9,9,1,1,8,1,1,1,1,9,9,9,9,1,1,2,9,9,1,1,1,1,2,9,1,1,1,1,8,9,1,8,1,1
2558,1983-12-07,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,8,9,1,1,9,1,1,1,9,1,2,1,1,1,1,1,1,9,1,1,1,1,1,9,1,1,1,2,9,1,2,1,1,1,1,1,8,1,1,1,1,9,2,1,1,1,1,1,1,1,9,1,9,1,1,1,2,9,1,2,9,1,1,1,1,8,1,8,1,1,1,9,1,1,1,1,1,1,1,1,2,2,1,1,2,9,1,9,1,9,8,9,1,1,1,1,1,1,9,1,1,9,2,9,1,9,9,1,1,1,9,9,1,1,1,9,1,1,1,1,1,1,9,1,1,1,2,2,1,9,1,1,1,1,1,1,9,1,1,9,2,1,1,1,1,1,1,1,1,1,8,1,1,9,8,9,1,1,9,9,1,1,8,1,1,1,1,9,9,9,9,1,1,2,9,9,1,1,1,1,3,9,1,1,1,1,8,9,1,8,1,1
2559,1983-12-07,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,2,8,9,1,1,9,1,2,1,9,1,2,1,1,1,1,1,2,9,1,1,1,1,2,9,1,1,1,2,9,2,1,1,1,1,1,1,8,1,1,1,1,9,2,1,2,1,1,1,1,1,9,2,9,1,1,1,2,9,1,2,9,1,1,1,1,8,1,8,1,1,2,9,1,1,1,1,1,1,1,2,2,2,1,1,2,9,1,9,8,9,8,9,1,1,1,1,1,2,9,1,1,9,2,9,1,9,9,1,1,1,9,9,1,1,1,9,1,1,1,1,1,1,9,1,1,1,2,2,1,9,2,1,1,1,1,1,9,1,1,9,2,1,1,1,1,1,1,1,1,1,8,1,1,9,1,9,1,1,9,9,1,1,8,1,1,1,1,9,9,9,9,1,1,2,9,9,1,1,1,1,3,9,2,1,1,1,8,9,1,8,1,1
2560,1983-12-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,8,9,1,1,9,1,1,2,9,8,1,1,1,1,3,1,2,9,3,1,2,1,2,9,2,1,1,1,9,1,2,2,2,1,1,1,8,2,1,3,1,9,1,1,1,1,1,1,2,1,9,1,9,8,1,1,1,9,1,1,9,1,1,1,2,8,1,8,1,1,2,9,2,3,2,2,1,8,1,1,1,1,1,1,1,9,1,9,8,9,8,9,8,3,1,1,8,1,9,1,1,9,1,9,1,9,9,1,1,1,9,9,1,8,2,9,3,3,1,2,1,1,9,1,1,1,1,1,2,9,1,1,1,1,2,1,9,1,3,9,1,1,1,3,3,1,1,1,1,1,8,1,2,9,1,9,8,2,9,9,1,1,8,3,1,1,1,9,9,9,9,1,1,1,9,9,1,1,3,2,1,9,2,2,3,1,8,9,1,8,1,1
2561,1983-12-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,8,9,1,2,9,1,1,1,9,1,1,1,8,1,3,1,1,9,3,1,1,2,1,9,1,1,1,1,9,1,2,1,1,1,1,1,8,1,1,3,1,9,1,1,1,1,1,8,1,1,9,1,9,8,1,1,1,9,1,1,9,1,1,1,1,8,1,8,1,1,1,9,1,3,1,2,1,8,1,1,1,1,1,1,1,9,1,9,1,9,8,9,8,3,1,1,8,1,9,1,1,9,1,9,1,9,9,1,1,1,9,9,1,1,8,9,3,2,1,1,1,1,9,1,1,8,1,1,1,9,1,1,1,1,1,1,9,1,3,9,1,1,1,1,3,1,8,1,1,1,8,1,1,9,1,9,8,1,9,9,1,1,8,2,1,1,1,9,9,9,9,1,1,1,9,9,2,1,3,1,1,9,1,1,3,1,8,9,1,8,2,8
2562,1983-12-07,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,1,8,9,1,2,9,1,2,2,9,1,2,1,1,1,1,1,2,9,1,1,1,2,1,9,1,1,1,2,9,2,2,2,1,1,1,2,8,1,2,1,1,9,2,2,1,2,2,1,1,1,9,2,9,1,2,1,2,9,1,2,9,1,1,1,1,8,2,8,2,1,2,9,2,1,1,2,2,1,1,2,2,2,1,1,2,9,1,9,2,9,8,9,1,1,2,1,1,1,9,2,1,9,2,9,8,9,9,1,1,1,9,9,1,8,2,9,1,1,1,1,1,1,9,1,1,1,2,2,1,9,2,1,1,1,1,2,9,1,1,9,2,2,1,1,1,1,1,2,1,1,8,1,2,9,2,9,1,2,9,9,2,1,2,1,1,1,1,9,9,9,9,1,1,2,9,9,1,1,1,2,3,9,1,1,1,1,8,9,1,8,1,1
